Step,Volumes,Density
14300,1.7737954999999997e-19,0.6670665338817242
14400,1.7710786999999997e-19,0.6680898008654274
14500,1.7683089999999998e-19,0.6691362290187971
14600,1.7658807999999999e-19,0.6700563344932455
14700,1.7631398e-19,0.671098012761098
14800,1.7600187999999998e-19,0.6722880551048659
14900,1.7569169e-19,0.6734750038547639
15000,1.753616e-19,0.6747427122015309
15100,1.7497939999999997e-19,0.6762165237736557
15200,1.7459008999999999e-19,0.6777243863039419
15300,1.7425191e-19,0.6790396822623063
15400,1.7388432999999997e-19,0.6804751273447125
15500,1.7350122e-19,0.6819776921453347
15600,1.7312614e-19,0.6834552055512818
15700,1.7276604999999998e-19,0.6848797064006499
15800,1.7237911999999999e-19,0.686417018488086
15900,1.719957e-19,0.6879472079825251
16000,1.7163214e-19,0.6894044530354279
16100,1.7128657999999996e-19,0.690795283553446
16200,1.7090823999999998e-19,0.6923244988070791
16300,1.7053274999999998e-19,0.6938489035097364
16400,1.7019223e-19,0.6952371538935707
16500,1.6982124999999998e-19,0.6967559218884563
16600,1.6943882e-19,0.6983285270754364
16700,1.6904951999999997e-19,0.6999366907400861
16800,1.6866244999999999e-19,0.7015430026066857
16900,1.6834795e-19,0.7028535934058002
17000,1.6803848e-19,0.7041480118125324
17100,1.6771667e-19,0.7054991110901497
17200,1.6740932999999997e-19,0.7067943082981099
17300,1.670972e-19,0.7081145680478188
17400,1.6677401e-19,0.7094868175203078
17500,1.6642323e-19,0.7109822444859409
17600,1.6602581e-19,0.7126841398936707
17700,1.6558842e-19,0.7145666442134057
17800,1.6515983999999997e-19,0.7164209023210485
17900,1.6476677999999999e-19,0.7181299628480935
18000,1.6434510999999996e-19,0.7199725115033846
18100,1.6389924999999998e-19,0.7219310741202294
18200,1.6345800999999999e-19,0.7238798612561109
18300,1.6303437999999998e-19,0.7257607972011793
18400,1.6263214e-19,0.727555829985389
18500,1.6221943999999998e-19,0.7294067936617215
18600,1.6185939e-19,0.7310293310755711
18700,1.6150102999999999e-19,0.7326514363406846
18800,1.6115491e-19,0.7342249863811161
18900,1.6086315999999998e-19,0.7355566159461246
19000,1.6057292e-19,0.7368861549008386
19100,1.6027777999999998e-19,0.7382430777366644
19200,1.5997413e-19,0.739644351246042
19300,1.5966457999999997e-19,0.7410783381010366
19400,1.5935729e-19,0.7425073656812311
19500,1.5906215e-19,0.7438850889416495
19600,1.58808e-19,0.7450755730189914
19700,1.5856070999999998e-19,0.7462375868523797
19800,1.5829742e-19,0.7474787750804781
19900,1.5805076999999998e-19,0.7486452713896933
20000,1.578075e-19,0.7497993542765711
20100,1.5752129999999997e-19,0.7511616625815049
20200,1.5724263e-19,0.7524928933076227
20300,1.5700243e-19,0.7536441416862146
20400,1.5676244e-19,0.7547979069476081
20500,1.5648976e-19,0.7561131258684274
20600,1.5624695999999998e-19,0.7572880880370408
20700,1.5610817e-19,0.7579613648664255
20800,1.5597282e-19,0.7586191081240948
20900,1.5587229999999998e-19,0.7591083316278774
21000,1.5581371999999998e-19,0.7593937273303019
21100,1.5573392999999998e-19,0.7597828013458596
21200,1.555797e-19,0.7605359928062594
21300,1.5538660999999996e-19,0.7614810671266978
21400,1.5519785999999998e-19,0.7624071723669386
21500,1.5498139e-19,0.7634720633232156
21600,1.5471198e-19,0.7648015467192649
21700,1.5439095999999998e-19,0.7663917731970835
21800,1.5402804999999998e-19,0.7681974913010975
21900,1.5365982999999997e-19,0.7700383476930829
22000,1.5329164e-19,0.7718878968220314
22100,1.5288735e-19,0.7739290503759794
22200,1.5247071999999999e-19,0.7760438305794056
22300,1.5207901e-19,0.7780426871532106
22400,1.5173849999999999e-19,0.7797886600961522
22500,1.5148957999999999e-19,0.7810699693008588
22600,1.5129351e-19,0.7820822029973393
22700,1.5110978e-19,0.7830331140711078
22800,1.5093634e-19,0.7839328925028922
22900,1.5075073999999998e-19,0.7848980482616537
23000,1.5050039999999998e-19,0.7862036353391751
23100,1.5022298e-19,0.787655534459508
23200,1.4995017999999999e-19,0.7890884932582275
23300,1.496267e-19,0.7907944344157826
23400,1.4929067e-19,0.7925743892769721
23500,1.4894148999999999e-19,0.7944325090342523
23600,1.4858344e-19,0.7963468984161357
23700,1.4816518999999998e-19,0.7985948764348765
23800,1.4772360999999997e-19,0.8009820610259931
23900,1.4736879e-19,0.8029105864274245
24000,1.4708098999999997e-19,0.8044816777477498
24100,1.4683264999999998e-19,0.8058423082332166
24200,1.4665423e-19,0.8068226985338233
24300,1.4655557e-19,0.8073658449146627
24400,1.4642787999999998e-19,0.8080698948861378
24500,1.4626517e-19,0.8089688173883091
24600,1.4608226e-19,0.809981729472148
24700,1.458921e-19,0.8110374831810632
24800,1.4568417e-19,0.8121950490571487
24900,1.4545812999999999e-19,0.8134571893643896
25000,1.4522792999999998e-19,0.8147465959199446
25100,1.4495864999999998e-19,0.8162600962412384
25200,1.4475076e-19,0.8174324031182979
25300,1.4460351999999998e-19,0.8182647393369125
25400,1.4453360999999999e-19,0.8186605288555374
25500,1.4452397e-19,0.818715134935748
25600,1.4454167999999999e-19,0.8186148216901865
25700,1.4455914e-19,0.8185159485591847
25800,1.4455248999999998e-19,0.818553603607935
25900,1.445567e-19,0.8185297644453698
26000,1.4451385999999997e-19,0.8187724111721879
26100,1.4441798e-19,0.8193159992959324
26200,1.4427399999999998e-19,0.8201336457019283
26300,1.4408992999999998e-19,0.8211813386265091
26400,1.4388660999999997e-19,0.8223417147710965
26500,1.4367713e-19,0.8235406818051
26600,1.4345379e-19,0.8248228338895751
26700,1.4322448999999998e-19,0.8261433613762562
26800,1.4302554e-19,0.8272925353052327
26900,1.4284307999999999e-19,0.8283492739025229
27000,1.4266829999999998e-19,0.8293640675609087
27100,1.4248345999999997e-19,0.8304399794895493
27200,1.4225626999999998e-19,0.8317662314638223
27300,1.4199515999999998e-19,0.8332957376857071
27400,1.4170856e-19,0.834981045605149
27500,1.4145569e-19,0.8364736802033201
27600,1.4122042999999997e-19,0.8378671669531101
27700,1.4099401e-19,0.8392126842835378
27800,1.4082356e-19,0.8402284504098604
27900,1.4066222e-19,0.8411921950328951
28000,1.4050805999999999e-19,0.842115118520603
28100,1.4031989e-19,0.8432444010610326
28200,1.4011686999999998e-19,0.8444662059607811
28300,1.3985967e-19,0.8460191676413936
28400,1.3953727e-19,0.847973889699863
28500,1.3920585999999997e-19,0.8499926770324181
28600,1.3889434999999998e-19,0.8518990268502642
28700,1.3861166e-19,0.8536364227944458
28800,1.3835709e-19,0.8552070703424016
28900,1.3811017e-19,0.8567360506471029
29000,1.3789691e-19,0.8580610080385411
29100,1.3770876e-19,0.8592333675795206
29200,1.3751621999999998e-19,0.8604364023385751
29300,1.3733157e-19,0.8615933073509608
29400,1.3712148999999997e-19,0.8629133303612732
29500,1.3687382e-19,0.8644747520015148
29600,1.3660026999999997e-19,0.866205913062983
29700,1.3633574e-19,0.8678865981876799
29800,1.3608837e-19,0.8694641694951596
29900,1.3584599999999999e-19,0.8710154262915359
30000,1.3559993e-19,0.8725960374758305
30100,1.3537822e-19,0.8740250950263638
30200,1.3519803e-19,0.8751899831676541
30300,1.3494326e-19,0.8768423232105107
30400,1.3466792e-19,0.8786351018119236
30500,1.3438693e-19,0.8804722423527347
30600,1.3413619e-19,0.8821181039956479
30700,1.3387024e-19,0.8838705421010674
30800,1.3364582e-19,0.8853547503393671
30900,1.3345240999999999e-19,0.8866378778772148
31000,1.3323141e-19,0.8881086044199336
31100,1.3296364e-19,0.889897129771718
31200,1.3269816e-19,0.8916774852040148
31300,1.3248457e-19,0.8931150367171058
31400,1.3223265999999998e-19,0.8948164666732107
31500,1.3198632e-19,0.8964865570916742
31600,1.3175042999999998e-19,0.8980916540462145
31700,1.3151839e-19,0.8996761715224768
31800,1.3130507999999998e-19,0.9011377290200806
31900,1.3117711999999998e-19,0.90201676633852
32000,1.3109953e-19,0.902550616314185
32100,1.3103765999999998e-19,0.9029767595056261
32200,1.3096889e-19,0.9034509004390279
32300,1.3087722999999998e-19,0.9040836331881413
32400,1.3074966e-19,0.9049657306948254
32500,1.3057622e-19,0.9061677662287971
32600,1.3037851999999999e-19,0.9075418374130954
32700,1.3016833e-19,0.9090072953997335
32800,1.2994223e-19,0.9105889717299757
32900,1.2967289e-19,0.9124803310853948
33000,1.2940565e-19,0.9143647251878105
33100,1.2914737e-19,0.9161933502788325
33200,1.2890677e-19,0.9179033932818268
33300,1.2870736e-19,0.9193255273047322
33400,1.2855859e-19,0.9203893851044881
33500,1.2840690999999998e-19,0.9214765903174525
33600,1.282499e-19,0.9226047084637102
33700,1.2807784e-19,0.923844137284014
33800,1.2791137999999998e-19,0.9250464000935648
33900,1.2769478e-19,0.9266154936012263
34000,1.2745363e-19,0.9283687063287251
34100,1.2722662e-19,0.930025191268934
34200,1.269751e-19,0.9318674417267636
34300,1.2669371e-19,0.9339371433672594
34400,1.2638464e-19,0.9362210597743522
34500,1.2607147e-19,0.9385466957750234
34600,1.2577341999999998e-19,0.9407708051510406
34700,1.2548235e-19,0.9429530256645654
34800,1.2522199e-19,0.9449136018362269
34900,1.2498215999999999e-19,0.9467268096502732
35000,1.2478392999999998e-19,0.948230766573869
35100,1.2459624e-19,0.9496591678850019
35200,1.2439646e-19,0.9511843150520519
35300,1.2419596999999999e-19,0.9527198153047961
35400,1.2399105e-19,0.9542943752795059
35500,1.2379073e-19,0.9558386286275232
35600,1.2363344e-19,0.9570546738811117
35700,1.2349469999999998e-19,0.9581298760189709
35800,1.2330683999999998e-19,0.9595896026530241
35900,1.2309235999999999e-19,0.9612616217610906
36000,1.2286471999999998e-19,0.9630426179297035
36100,1.2261452e-19,0.9650077462277713
36200,1.2237447999999998e-19,0.9669006283009334
36300,1.2215436e-19,0.9686429661618299
36400,1.2197430999999998e-19,0.9700728095940858
36500,1.2184682e-19,0.9710878100881088
36600,1.2176113e-19,0.9717712179576519
36700,1.2167636999999998e-19,0.9724481557101021
36800,1.2158983999999999e-19,0.9731402031617116
36900,1.2149408e-19,0.9739072191830251
37000,1.2134623e-19,0.9750938418111547
37100,1.2120274999999998e-19,0.9762481593858225
37200,1.210686e-19,0.9773298906570324
37300,1.2090628999999998e-19,0.9786419019225551
37400,1.2070175999999998e-19,0.980300217660455
37500,1.2051048e-19,0.9818561970709933
37600,1.2035504e-19,0.9831242763078305
37700,1.2023364e-19,0.9841169376557175
37800,1.2008315999999999e-19,0.9853501656685251
37900,1.1996375e-19,0.9863309674797595
38000,1.1989851999999999e-19,0.9868675743453714
38100,1.1988251e-19,0.9869993679645179
38200,1.1987843999999999e-19,0.987032877638381
38300,1.1989472e-19,0.9868988525933418
38400,1.1983371e-19,0.9874013046913093
38500,1.1969722e-19,0.9885272322949521
38600,1.195303e-19,0.9899076769655893
38700,1.1933958999999998e-19,0.9914895936880628
38800,1.1913188e-19,0.9932182854832812
38900,1.1896614e-19,0.9946020069239868
39000,1.1889957e-19,0.9951588689513341
39100,1.188829e-19,0.9952984121349664
39200,1.1887057e-19,0.99540165071977
39300,1.1889105e-19,0.995230184273753
39400,1.1894936e-19,0.9947423138720544
39500,1.1892556e-19,0.9949413868641862
39600,1.1881782999999999e-19,0.9958434824133718
39700,1.1872889999999999e-19,0.9965893864088693
39800,1.1862557e-19,0.9974574756521717
39900,1.1848412e-19,0.9986482711776059
40000,1.1835452e-19,0.9997418062275948
40100,1.1823055999999999e-19,1.0007899954123536
40200,1.1807698e-19,1.002091699838529
40300,1.1791718e-19,1.0034497229326549
40400,1.1775225999999998e-19,1.0048551221012658
40500,1.1761074999999998e-19,1.0060641701545139
40600,1.1749398999999999e-19,1.0070639493986033
40700,1.1743566999999999e-19,1.007564069758362
40800,1.1742699e-19,1.0076385471517237
40900,1.1740788e-19,1.007802556353117
41000,1.1737075999999998e-19,1.0081212867668234
41100,1.1730135e-19,1.0087178161206158
41200,1.172042e-19,1.0095539374868818
41300,1.1706414e-19,1.0107618063055004
41400,1.1690058e-19,1.012176001179806
41500,1.1672856e-19,1.0136676199894865
41600,1.1655555999999998e-19,1.0151721771145024
41700,1.1636033999999999e-19,1.0168753511720574
41800,1.1619024e-19,1.018364034707218
41900,1.1606494e-19,1.019463427974029
42000,1.1598191e-19,1.0201932491023815
42100,1.1593801e-19,1.0205795459142346
42200,1.1589789e-19,1.0209328366547483
42300,1.1584263e-19,1.0214198486343067
42400,1.1576121e-19,1.0221382585755625
42500,1.1568232e-19,1.0228353096652971
42600,1.1559702999999998e-19,1.0235899797771622
42700,1.1547379e-19,1.024682411480562
42800,1.1534419e-19,1.0258337381362683
42900,1.1521302e-19,1.027001649639945
43000,1.1505943e-19,1.0283725688541998
43100,1.1491316e-19,1.029681557795469
43200,1.1478939999999998e-19,1.0307917072482302
43300,1.1470346999999998e-19,1.031563923916164
43400,1.1467833e-19,1.03179006530702
43500,1.1469880999999999e-19,1.031605834445885
43600,1.1473307e-19,1.031297790602134
43700,1.1474166e-19,1.031220583700811
43800,1.1470884e-19,1.0315156320994965
43900,1.1463149999999998e-19,1.032211578841767
44000,1.1449849e-19,1.0334106729267782
44100,1.1433332e-19,1.0349035749158688
44200,1.1412835e-19,1.0367622207803757
44300,1.1390695e-19,1.0387773669648779
44400,1.1369638999999998e-19,1.0407011304404652
44500,1.1348157e-19,1.0426711720678519
44600,1.1327802e-19,1.0445447545781608
44700,1.1308388e-19,1.046338006796371
44800,1.1291319e-19,1.0479197479054483
44900,1.1275308999999999e-19,1.0494077066978829
45000,1.1257484999999999e-19,1.051069236157099
45100,1.1239203999999999e-19,1.0527788409214744
45200,1.1219871e-19,1.0545928879217952
45300,1.1199595e-19,1.056502146729413
45400,1.1182142999999997e-19,1.0581510324094408
45500,1.1169335e-19,1.059364425903601
45600,1.1156873e-19,1.0605477143999038
45700,1.1148471e-19,1.061346991887946
45800,1.1145739e-19,1.061607145116174
45900,1.1144376e-19,1.0617369837485742
46000,1.114553e-19,1.0616270522801516
46100,1.1146933e-19,1.0614934314218987
46200,1.114377e-19,1.0617947211760472
46300,1.1135812999999999e-19,1.0625534175187747
46400,1.1126815999999999e-19,1.063412584516541
46500,1.111682e-19,1.0643687817199523
46600,1.1107216e-19,1.0652891021476487
46700,1.1101345e-19,1.0658524854420792
46800,1.1099497e-19,1.066029943519062
46900,1.1102972999999998e-19,1.0656962022694283
47000,1.1106954999999998e-19,1.0653141351522537
47100,1.1109942e-19,1.0650277166163422
47200,1.1108753999999997e-19,1.065141613541897
47300,1.1106575999999998e-19,1.065350487855123
47400,1.1102039e-19,1.0657858578951127
47500,1.1093358e-19,1.0666198783091647
47600,1.1082453e-19,1.06766941939659
47700,1.1071189e-19,1.0687556828810347
47800,1.1061883999999998e-19,1.0696546953484598
47900,1.105446e-19,1.0703730584759452
48000,1.1046975999999998e-19,1.0710982046127375
48100,1.1037867e-19,1.0719821284311544
48200,1.1026246e-19,1.073111933109419
48300,1.1007949e-19,1.0748956195200394
48400,1.0986118999999999e-19,1.0770314940153114
48500,1.0965008e-19,1.079105109636035
48600,1.0946711e-19,1.080908791690947
48700,1.0930839e-19,1.0824783129638995
48800,1.0918330999999998e-19,1.0837183961541375
48900,1.0905436e-19,1.084999825774962
49000,1.0889529e-19,1.0865847512780396
49100,1.0871157e-19,1.0884210539871697
49200,1.0855250999999998e-19,1.0900158973753808
49300,1.0839569999999999e-19,1.0915927624435287
49400,1.0827169e-19,1.0928430284961839
49500,1.0819847999999999e-19,1.0935824754654595
49600,1.0812342999999998e-19,1.0943415465084672
49700,1.0804637999999999e-19,1.0951219430026253
49800,1.0794671e-19,1.0961330975256216
49900,1.0786469999999999e-19,1.096966492281534
50000,1.0778530999999999e-19,1.0977744703800545
50100,1.0769582e-19,1.098686667690538
50200,1.0758994999999999e-19,1.0997677905789527
50300,1.0746308999999999e-19,1.1010660646367045
50400,1.073133e-19,1.1026029541538653
50500,1.0719613e-19,1.1038081468052996
50600,1.0711971e-19,1.1045956117692999
50700,1.0704857999999999e-19,1.1053295765343174
50800,1.0697692999999998e-19,1.1060698937612063
50900,1.0693302e-19,1.1065240802139507
51000,1.0687708e-19,1.1071032404702672
51100,1.0680984999999999e-19,1.1078000914709645
51200,1.0676502999999999e-19,1.108265146368619
51300,1.0671450999999999e-19,1.1087898131191345
51400,1.0666157e-19,1.1093401456588345
51500,1.0660366999999999e-19,1.109942665200926
51600,1.0657466999999999e-19,1.1102446913511437
51700,1.0655363e-19,1.1104639194366253
51800,1.0652935e-19,1.1107170146067726
51900,1.0653338999999999e-19,1.1106748935709265
52000,1.0654867999999999e-19,1.1105155089673564
52100,1.0654397999999999e-19,1.1105644974028566
52200,1.0651822999999999e-19,1.110832968215863
52300,1.0648471e-19,1.1111826439683217
52400,1.0643758e-19,1.1116746697923796
52500,1.0639882999999999e-19,1.112079536964833
52600,1.0633711999999999e-19,1.1127249035896403
52700,1.0624138999999999e-19,1.1137275368855772
52800,1.0616114999999999e-19,1.1145693278567537
52900,1.0610077999999999e-19,1.1152035036877204
53000,1.0605661e-19,1.115667958838209
53100,1.0599955e-19,1.1162685275550697
53200,1.0595992e-19,1.1166860224130029
53300,1.0596927e-19,1.1165874937139795
53400,1.0601807999999999e-19,1.1160734244574133
53500,1.0607116e-19,1.1155149203610104
53600,1.0611529999999999e-19,1.1150509078332718
53700,1.0610987999999999e-19,1.1151078636598213
53800,1.0606457e-19,1.1155842294934113
53900,1.0599829999999999e-19,1.1162816913101437
54000,1.059437e-19,1.1168569872488878
54100,1.0587789999999999e-19,1.1175510810093514
54200,1.0578138999999999e-19,1.1185706824234394
54300,1.0568230999999999e-19,1.1196193724380172
54400,1.055811e-19,1.1206926391181753
54500,1.0545244e-19,1.1220599694042166
54600,1.0534373999999999e-19,1.1232177782941823
54700,1.0528363e-19,1.1238590614704298
54800,1.0526799999999999e-19,1.1240259300072197
54900,1.0529044e-19,1.1237863722480406
55000,1.0532464e-19,1.1234214671894438
55100,1.0533364999999999e-19,1.1233253722813175
55200,1.0530052999999999e-19,1.1236786899363185
55300,1.0527696999999999e-19,1.1239301587042256
55400,1.0528282999999999e-19,1.123867601203349
55500,1.0528836999999998e-19,1.1238084662152146
55600,1.0529302e-19,1.1237588360557993
55700,1.0530952999999999e-19,1.123582657713884
55800,1.0530582999999999e-19,1.1236221356405434
55900,1.0526535e-19,1.1240542267707274
56000,1.0519999e-19,1.124752593607661
56100,1.0517228999999999e-19,1.1250488279755058
56200,1.0516552e-19,1.1251212526691257
56300,1.0515797e-19,1.1252020327132597
56400,1.0518077e-19,1.1249581230485382
56500,1.0519924e-19,1.1247606123390244
56600,1.0518951999999999e-19,1.124864545441409
56700,1.0514164e-19,1.1253767926770022
56800,1.0505860999999999e-19,1.126266201313724
56900,1.0494061e-19,1.1275326263112058
57000,1.0477276999999999e-19,1.1293388692500923
57100,1.0458643999999999e-19,1.1313508864055417
57200,1.0438534999999999e-19,1.1335303430989119
57300,1.0418057999999999e-19,1.1357583303913263
57400,1.0401722999999999e-19,1.1375419399266833
57500,1.0390852e-19,1.1387320462268156
57600,1.0383802999999999e-19,1.1395050695780726
57700,1.0382639e-19,1.139632819748428
57800,1.0390017999999999e-19,1.1388234515089386
57900,1.0401438e-19,1.1375731086413243
58000,1.0413967999999998e-19,1.136204390103753
58100,1.0428349999999999e-19,1.134637422027454
58200,1.0443051999999999e-19,1.1330400499777267
58300,1.0453172999999999e-19,1.131943014814736
58400,1.0460273999999999e-19,1.1311745906464783
58500,1.0467058999999999e-19,1.130441336004698
58600,1.0471633999999999e-19,1.1299474523269242
58700,1.0469728999999999e-19,1.1301530498067334
58800,1.0462065999999999e-19,1.1309808368633882
58900,1.0450691999999999e-19,1.1322117387059154
59000,1.0438083999999999e-19,1.1335793197295596
59100,1.0422782999999999e-19,1.135243452732346
59200,1.0410105999999999e-19,1.1366259056343901
59300,1.0399333e-19,1.1378033725816838
59400,1.0390147999999999e-19,1.1388092027178054
59500,1.0384838e-19,1.1393915013407045
59600,1.0385929999999999e-19,1.139271703159948
59700,1.0391592999999999e-19,1.1386508459290121
59800,1.0397047999999999e-19,1.13805343208957
59900,1.0402555999999999e-19,1.137450849579661
60000,1.0407905e-19,1.1368662723189729
60100,1.0411596999999999e-19,1.1364631343299207
60200,1.0410168999999999e-19,1.1366190270302048
60300,1.0403191999999999e-19,1.1373813114282616
60400,1.0392393999999999e-19,1.1385630837321987
60500,1.0376514999999999e-19,1.1403054069694882
60600,1.0356666e-19,1.1424908517857
60700,1.0334666e-19,1.1449229380030277
60800,1.0314658e-19,1.1471438180500022
60900,1.0299779999999999e-19,1.1488008637077685
61000,1.0288899999999999e-19,1.150015663482005
61100,1.0282472e-19,1.1507345860022764
61200,1.0282317999999999e-19,1.150751820747034
61300,1.028593e-19,1.150347723540798
61400,1.0292442999999998e-19,1.1496197899760048
61500,1.0298163e-19,1.1489812464611406
61600,1.0304182e-19,1.1483100900197607
61700,1.0309282e-19,1.1477420212193243
61800,1.0313161e-19,1.1473103309450903
61900,1.0317030999999999e-19,1.1468799657575905
62000,1.0320178e-19,1.1465302400791924
62100,1.0320221e-19,1.146525462972159
62200,1.0318477999999999e-19,1.146719134352954
62300,1.0317461999999999e-19,1.1468320561781569
62400,1.0319375999999998e-19,1.1466193459759582
62500,1.0320775999999999e-19,1.1464638085353271
62600,1.0319169999999999e-19,1.1466422357612094
62700,1.0316931e-19,1.1468910822414145
62800,1.0316397999999999e-19,1.1469503367357483
62900,1.0313696e-19,1.1472508167780007
