ITEM: TIMESTEP
15000
ITEM: NUMBER OF ATOMS
36864
ITEM: BOX BOUNDS xy xz yz pp pp pp
-1.4573366857295520e+00 6.1861463507472472e+01 5.5225504714569587e+00
1.2906956271741228e+00 8.7804850861747298e+01 4.7535763502863322e+00
-6.2691553259668564e-01 1.1362208153259830e+02 2.7163077488921520e+01
ITEM: ATOMS id mol type x y z ix iy iz 
418 12 1 2.77311 19.2928 68.6715 0 0 0 
419 12 1 3.73318 19.7758 67.7219 0 0 0 
420 12 1 3.35888 20.018 66.3984 0 0 0 
421 12 1 2.11571 19.6453 65.8791 0 0 0 
422 12 1 54.2259 19.0414 66.7401 -1 0 0 
423 12 1 54.4938 18.9463 68.136 -1 0 0 
424 12 1 53.5485 18.3563 68.9605 -1 0 0 
425 12 1 59.8325 77.3325 73.0988 -1 -1 0 
426 12 2 3.22861 18.7157 72.6967 0 0 0 
427 12 2 3.81222 19.506 70.4691 0 0 0 
428 12 2 4.72222 20.0427 68.0758 0 0 0 
429 12 2 4.1299 20.5211 65.7028 0 0 0 
430 12 2 1.8056 19.9808 64.8646 0 0 0 
431 12 2 53.2282 18.8725 66.3469 -1 0 0 
432 12 2 52.621 17.9899 68.5725 -1 0 0 
433 13 1 6.80804 24.8059 85.8167 0 0 0 
434 13 1 5.64431 24.7781 86.5768 0 0 0 
435 13 1 5.70129 24.3383 87.8882 0 0 0 
436 13 1 4.53011 24.3147 88.6525 0 0 0 
437 13 1 4.58583 23.8722 89.9827 0 0 0 
438 13 1 3.41353 23.8344 90.8293 0 0 0 
439 13 1 55.2504 24.3268 90.2963 -1 0 0 
440 13 1 55.1918 24.7256 88.9679 -1 0 0 
441 13 1 3.29578 24.7569 88.1517 0 0 0 
442 13 1 3.24561 25.2985 86.8508 0 0 0 
443 13 1 6.71195 25.409 84.5043 0 0 0 
444 13 2 7.65534 24.5088 86.3536 0 0 0 
