ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
36864
ITEM: BOX BOUNDS xy xz yz pp pp pp
373 11 2 7.82544 18.8528 73.2542 0 0 0 
374 11 2 7.05811 18.2274 75.4964 0 0 0 
375 11 2 11.0501 80.1697 77.2387 0 -1 0 
376 11 2 53.2606 19.4095 76.8247 -1 0 0 
377 11 2 52.8613 20.5498 74.6608 -1 0 0 
378 11 2 3.50224 21.1876 72.4322 0 0 0 
379 11 1 5.21242 21.3203 70.3908 0 0 0 
380 11 1 6.2036 21.3129 69.395 0 0 0 
381 11 1 5.97944 21.9603 68.1681 0 0 0 
382 11 1 6.96954 21.9484 67.1707 0 0 0 
383 11 1 6.74659 22.5898 65.9394 0 0 0 
384 11 1 7.74413 22.5814 64.9513 0 0 0 
385 11 1 8.96169 21.9243 65.1853 0 0 0 
386 11 1 9.18573 21.2782 66.4097 0 0 0 
387 11 1 8.19492 21.29 67.406 0 0 0 
388 11 1 8.41919 20.6444 68.6331 0 0 0 
389 11 1 5.43552 20.6701 71.6159 0 0 0 
390 11 2 4.27082 21.8303 70.2133 0 0 0 
391 11 2 5.03767 22.47 67.9898 0 0 0 
392 11 2 5.805 23.0953 65.7476 0 0 0 
393 11 2 7.57579 23.0855 64.0053 0 0 0 
394 11 2 9.73045 21.9133 64.4193 0 0 0 
395 11 2 10.1298 20.773 66.5831 0 0 0 
396 11 2 9.36087 20.1352 68.8117 0 0 0 
397 12 1 57.6101 78.2928 70.0717 -1 -1 0 
398 12 1 57.8328 78.1814 71.4544 -1 -1 0 
399 12 1 56.8403 77.6405 72.2879 -1 -1 0 
400 12 1 57.0634 77.5249 73.6696 -1 -1 0 
401 12 1 56.0706 76.9802 74.5012 -1 -1 0 
402 12 1 56.2955 76.8596 75.88 -1 -1 0 
403 12 1 57.5147 77.2821 76.4331 -1 -1 0 
404 12 1 58.5118 77.8255 75.607 -1 -1 0 
405 12 1 58.289 77.951 74.2238 -1 -1 0 
406 12 1 9.15199 78.4967 73.3898 0 -1 0 
407 12 1 52.839 16.902 69.2369 -1 0 0 
408 12 2 56.6685 77.959 69.6475 -1 -1 0 
409 12 2 55.8986 77.308 71.8627 -1 -1 0 
410 12 2 55.127 76.648 74.0817 -1 -1 0 
411 12 2 55.5261 76.433 76.5144 -1 -1 0 
412 12 2 57.6882 77.1857 77.5004 -1 -1 0 
413 12 2 9.32605 78.1457 76.0425 0 -1 0 
414 12 2 10.0941 78.8289 73.8147 0 -1 0 
415 12 1 4.15737 17.2209 71.1722 0 0 0 
416 12 1 3.9347 17.3323 69.7896 0 0 0 
417 12 1 4.92724 17.8732 68.9561 0 0 0 
418 12 1 4.70415 17.9888 67.5743 0 0 0 
419 12 1 5.69688 18.5334 66.7428 0 0 0 
420 12 1 5.47199 18.6541 65.364 0 0 0 
421 12 1 4.25285 18.2316 64.8108 0 0 0 
422 12 1 3.25573 17.6882 65.637 0 0 0 
423 12 1 3.47855 17.5627 67.0201 0 0 0 
424 12 1 52.6155 17.017 67.8541 -1 0 0 
425 12 1 8.92854 78.6117 72.0071 0 -1 0 
426 12 2 5.09905 17.5547 71.5965 0 0 0 
427 12 2 5.86888 18.2057 69.3812 0 0 0 
428 12 2 6.64052 18.8657 67.1623 0 0 0 
429 12 2 6.24141 19.0807 64.7296 0 0 0 
430 12 2 4.07932 18.328 63.7436 0 0 0 
431 12 2 52.4415 17.368 65.2015 -1 0 0 
432 12 2 51.6734 16.6848 67.4293 -1 0 0 
433 13 1 8.23835 23.3606 84.9776 0 0 0 
434 13 1 7.24718 23.368 85.9733 0 0 0 
435 13 1 7.47133 22.7206 87.2003 0 0 0 
436 13 1 6.48124 22.7325 88.1977 0 0 0 
437 13 1 6.70418 22.0911 89.429 0 0 0 
438 13 1 5.70665 22.0995 90.4171 0 0 0 
439 13 1 4.48909 22.7566 90.183 0 0 0 
440 13 1 4.26504 23.4026 88.9587 0 0 0 
441 13 1 5.25586 23.3909 87.9624 0 0 0 
442 13 1 5.03158 24.0365 86.7352 0 0 0 
443 13 1 8.01524 24.0108 83.7524 0 0 0 
444 13 2 9.17996 22.8506 85.1551 0 0 0 
445 13 2 8.41312 22.2109 87.3786 0 0 0 
446 13 2 7.64579 21.5855 89.6208 0 0 0 
447 13 2 11.6377 83.5279 91.3631 0 -1 0 
448 13 2 53.8483 22.7676 90.9491 -1 0 0 
449 13 2 53.449 23.9079 88.7852 -1 0 0 
450 13 2 4.08992 24.5457 86.5566 0 0 0 
451 13 1 5.80009 24.6784 84.5152 0 0 0 
452 13 1 6.79128 24.671 83.5194 0 0 0 
453 13 1 6.56712 25.3184 82.2925 0 0 0 
454 13 1 7.55721 25.3065 81.2951 0 0 0 
455 13 1 7.33426 25.9479 80.0638 0 0 0 
456 13 1 8.3318 25.9395 79.0757 0 0 0 
457 13 1 9.54937 25.2825 79.3097 0 0 0 
458 13 1 9.77341 24.6364 80.5341 0 0 0 
459 13 1 8.78259 24.6481 81.5304 0 0 0 
460 13 1 9.00687 24.0026 82.7575 0 0 0 
461 13 1 6.02319 24.0283 85.7403 0 0 0 
462 13 2 4.8585 25.1884 84.3377 0 0 0 
463 13 2 5.62534 25.8281 82.1142 0 0 0 
464 13 2 6.39267 26.4535 79.872 0 0 0 
465 13 2 8.16347 26.4436 78.1297 0 0 0 
466 13 2 10.3181 25.2714 78.5437 0 0 0 
467 13 2 10.7175 24.1311 80.7075 0 0 0 
468 13 2 9.94854 23.4933 82.9361 0 0 0 
469 14 1 58.1978 81.6509 84.1961 -1 -1 0 
470 14 1 58.4205 81.5395 85.5788 -1 -1 0 
471 14 1 57.4279 80.9986 86.4123 -1 -1 0 
472 14 1 57.651 80.883 87.794 -1 -1 0 
473 14 1 56.6583 80.3384 88.6255 -1 -1 0 
474 14 1 56.8832 80.2177 90.0044 -1 -1 0 
475 14 1 58.1023 80.6402 90.5575 -1 -1 0 
476 14 1 59.0995 81.1836 89.7314 -1 -1 0 
477 14 1 58.8766 81.3091 88.3482 -1 -1 0 
478 14 1 9.73967 81.8548 87.5142 0 -1 0 
479 14 1 53.4266 20.2601 83.3613 -1 0 0 
480 14 2 57.2561 81.3171 83.7719 -1 -1 0 
481 14 2 56.4863 80.6661 85.9871 -1 -1 0 
482 14 2 55.7147 80.0061 88.2061 -1 -1 0 
483 14 2 56.1138 79.7911 90.6388 -1 -1 0 
484 14 2 58.2759 80.5438 91.6248 -1 -1 0 
