ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
2304
ITEM: BOX BOUNDS xy xz yz pp pp pp
0.0000000000000000e+00 2.9120725000000000e+01 2.8813730000000000e+00
0.0000000000000000e+00 3.7682479000000001e+01 1.1753520000000000e+00
0.0000000000000000e+00 2.8248791000000001e+01 6.7162439999999997e+00
ITEM: ATOMS id mol type x y z ix iy iz 
226 7 1 2.81354 14.9874 16.1133 0 0 0 
227 7 1 5.79721 14.9617 13.1304 0 0 0 
228 7 2 6.96192 13.8015 14.5331 0 0 0 
229 7 2 6.19508 13.1619 16.7566 0 0 0 
230 7 2 5.42775 12.5365 18.9988 0 0 0 
231 7 2 3.65695 12.5463 20.7411 0 0 0 
232 7 2 26.5663 13.7186 20.3271 -1 0 0 
233 7 2 26.167 14.8589 18.1633 -1 0 0 
234 7 2 1.87188 15.4966 15.9346 0 0 0 
235 7 1 3.58206 15.6294 13.8932 0 0 0 
236 7 1 4.57324 15.622 12.8974 0 0 0 
237 7 1 4.34908 16.2694 11.6705 0 0 0 
238 7 1 5.33918 16.2575 10.6731 0 0 0 
239 7 1 5.11623 16.8989 9.44181 0 0 0 
240 7 1 6.11376 16.8904 8.45369 0 0 0 
241 7 1 7.33133 16.2334 8.68776 0 0 0 
242 7 1 7.55537 15.5873 9.91211 0 0 0 
243 7 1 6.56456 15.5991 10.9084 0 0 0 
244 7 1 6.78883 14.9535 12.1355 0 0 0 
245 7 1 3.80516 14.9792 15.1183 0 0 0 
246 7 2 2.64046 16.1394 13.7157 0 0 0 
247 7 2 3.40731 16.779 11.4922 0 0 0 
248 7 2 4.17464 17.4044 9.25002 0 0 0 
249 7 2 5.94543 17.3946 7.50771 0 0 0 
250 7 2 8.10009 16.2223 7.9217 0 0 0 
251 7 2 8.49943 15.082 10.0855 0 0 0 
252 7 2 7.73051 14.4443 12.3141 0 0 0 
253 8 1 25.153 10.6694 13.5742 -1 0 0 
254 8 1 25.3757 10.558 14.9568 -1 0 0 
255 8 1 24.3832 10.0171 15.7903 -1 0 0 
256 8 1 24.6063 9.90147 17.1721 -1 0 0 
257 8 1 23.6135 9.35684 18.0036 -1 0 0 
258 8 1 23.8384 9.23617 19.3824 -1 0 0 
259 8 1 25.0575 9.65873 19.9356 -1 0 0 
260 8 1 26.0547 10.2021 19.1094 -1 0 0 
261 8 1 25.8318 10.3276 17.7263 -1 0 0 
262 8 1 1.75888 10.8733 16.8922 0 0 0 
263 8 1 26.1446 11.2111 12.7393 -1 0 0 
264 8 2 24.2113 10.3356 13.1499 -1 0 0 
265 8 2 23.4415 9.6846 15.3651 -1 0 0 
266 8 2 22.6699 9.02463 17.5841 -1 0 0 
267 8 2 23.069 8.80956 20.0168 -1 0 0 
268 8 2 25.2311 9.56229 21.0028 -1 0 0 
269 8 2 1.93295 10.5223 19.5449 0 0 0 
270 8 2 2.70096 11.2055 17.3171 0 0 0 
271 8 1 2.52701 11.53 14.6746 0 0 0 
272 8 1 2.30434 11.6413 13.292 0 0 0 
273 8 1 3.29688 12.1823 12.4585 0 0 0 
274 8 1 3.07378 12.2979 11.0767 0 0 0 
275 8 1 4.06652 12.8425 10.2452 0 0 0 
276 8 1 3.84163 12.9632 8.86642 0 0 0 
277 8 1 2.62249 12.5406 8.31323 0 0 0 
278 8 1 1.62537 11.9972 9.13942 0 0 0 
279 8 1 1.84819 11.8717 10.5225 0 0 0 
280 8 1 25.9212 11.3261 11.3565 -1 0 0 
281 8 1 1.53543 10.9883 15.5095 0 0 0 
282 8 2 3.46869 11.8637 15.0989 0 0 0 
283 8 2 4.23852 12.5148 12.8837 0 0 0 
284 8 2 5.01016 13.1747 10.6647 0 0 0 
285 8 2 4.61105 13.3898 8.23201 0 0 0 
286 8 2 2.44896 12.6371 7.24599 0 0 0 
287 8 2 25.7471 11.677 8.70391 -1 0 0 
288 8 2 24.9791 10.9938 10.9317 -1 0 0 
289 9 1 6.15298 18.6949 0.23125 0 0 0 
290 9 1 5.16181 18.7024 1.22694 0 0 0 
291 9 1 5.38596 18.0549 2.4539 0 0 0 
292 9 1 4.39587 18.0669 3.45129 0 0 0 
293 9 1 4.61881 17.4255 4.68258 0 0 0 
294 9 1 3.62128 17.4339 5.67072 0 0 0 
295 9 1 2.40372 18.0909 5.43663 0 0 0 
296 9 1 2.17967 18.737 4.21228 0 0 0 
297 9 1 3.17049 18.7253 3.21603 0 0 0 
298 9 1 2.94621 19.3708 1.98886 0 0 0 
299 9 1 7.10523 26.0614 27.2548 0 0 -1 
300 9 2 7.09459 18.185 0.40869 0 0 0 
301 9 2 6.32775 17.5453 2.63219 0 0 0 
302 9 2 5.56042 16.9199 4.87438 0 0 0 
303 9 2 3.78962 16.9298 6.61669 0 0 0 
304 9 2 26.699 18.102 6.2027 -1 0 0 
305 9 2 26.2996 19.2423 4.03886 -1 0 0 
306 9 2 2.00455 19.8801 1.81025 0 0 0 
307 9 1 4.89008 26.7291 28.0176 0 0 -1 
308 9 1 5.88126 26.7216 27.0218 0 0 -1 
309 9 1 5.6571 27.3691 25.7949 0 0 -1 
310 9 1 6.64719 27.3572 24.7975 0 0 -1 
311 9 1 6.42425 27.9985 23.5662 0 0 -1 
312 9 1 7.42178 27.9901 22.5781 0 0 -1 
313 9 1 8.63935 27.3331 22.8122 0 0 -1 
314 9 1 8.86339 26.687 24.0365 0 0 -1 
315 9 1 7.87257 26.6988 25.0328 0 0 -1 
316 9 1 8.09685 26.0532 26.2599 0 0 -1 
317 9 1 3.93782 19.3626 0.993922 0 0 0 
318 9 2 3.94848 27.2391 27.8401 0 0 -1 
319 9 2 4.71533 27.8787 25.6166 0 0 -1 
320 9 2 5.48266 28.5041 23.3744 0 0 -1 
321 9 2 7.25345 28.4943 21.6321 0 0 -1 
322 9 2 9.40811 27.322 22.0461 0 0 -1 
323 9 2 9.80745 26.1817 24.2099 0 0 -1 
324 9 2 9.03853 25.5439 26.4385 0 0 -1 
325 10 1 26.461 21.7691 27.6986 -1 0 -1 
326 10 1 25.5084 14.9415 0.832398 -1 0 0 
327 10 1 24.5158 14.4005 1.66591 -1 0 0 
328 10 1 24.7389 14.2849 3.04767 -1 0 0 
329 10 1 23.7462 13.7403 3.87918 -1 0 0 
330 10 1 23.9711 13.6196 5.25798 -1 0 0 
331 10 1 25.1902 14.0422 5.81117 -1 0 0 
332 10 1 26.1873 14.5856 4.98498 -1 0 0 
333 10 1 25.9645 14.7111 3.60186 -1 0 0 
334 10 1 1.89155 15.2567 2.76785 0 0 0 
335 10 1 27.4526 22.3108 26.8637 -1 0 -1 
336 10 2 25.5194 21.4353 27.2743 -1 0 -1 
337 10 2 23.5742 14.068 1.24073 -1 0 0 
338 10 2 22.8025 13.4081 3.45972 -1 0 0 
339 10 2 23.2017 13.193 5.89239 -1 0 0 
340 10 2 25.3637 13.9457 6.8784 -1 0 0 
341 10 2 2.06561 14.9057 5.42048 0 0 0 
342 10 2 2.83363 15.589 3.19271 0 0 0 
343 10 1 2.65968 15.9134 0.550229 0 0 0 
344 10 1 3.61235 22.741 27.4164 0 0 -1 
345 10 1 4.6049 23.282 26.5829 0 0 -1 
346 10 1 4.3818 23.3976 25.2011 0 0 -1 
347 10 1 5.37454 23.9422 24.3696 0 0 -1 
348 10 1 5.14965 24.0629 22.9908 0 0 -1 
349 10 1 3.93051 23.6403 22.4376 0 0 -1 
