ITEM: TIMESTEP
5000
ITEM: NUMBER OF ATOMS
36864
ITEM: BOX BOUNDS xy xz yz pp pp pp
-1.2920507710863542e+00 6.1729010299258675e+01 5.5494495383062645e+00
1.1461529366084957e+00 8.7983299794646427e+01 4.7595099898656983e+00
-6.9822104248359396e-01 1.1369338704248413e+02 2.7196983731255067e+01
ITEM: ATOMS id mol type x y z ix iy iz 
9987 278 2 10.451 13.3369 34.8741 0 0 0 
9988 278 2 12.5608 13.9527 35.624 0 0 0 
9989 278 2 14.4496 14.3201 34.1666 0 0 0 
9990 278 2 15.273 14.8951 31.7441 0 0 0 
9991 278 1 14.9763 15.1505 29.1732 0 0 0 
9992 278 1 14.7174 15.3926 27.8057 0 0 0 
9993 278 1 15.7371 15.8984 27.0189 0 0 0 
9994 278 1 15.4793 16.1153 25.6864 0 0 0 
9995 278 1 16.4127 16.7296 24.8615 0 0 0 
9996 278 1 16.172 16.8431 23.4901 0 0 0 
9997 278 1 14.9902 16.3212 22.9442 0 0 0 
9998 278 1 14.02 15.7443 23.7192 0 0 0 
9999 278 1 14.2142 15.6736 25.1421 0 0 0 
10000 278 1 13.2179 15.1445 25.9305 0 0 0 
10001 278 1 14.013 14.6577 30.0526 0 0 0 
10002 278 2 16.006 15.402 29.5493 0 0 0 
10003 278 2 16.7078 16.1365 27.4024 0 0 0 
10004 278 2 17.3478 16.9866 25.3172 0 0 0 
10005 278 2 16.9657 17.1689 22.8594 0 0 0 
10006 278 2 14.823 16.1822 21.875 0 0 0 
10007 278 2 13.113 15.2694 23.2648 0 0 0 
10008 278 2 12.2604 14.8061 25.5285 0 0 0 
10009 279 1 18.8448 21.8887 43.3077 0 0 0 
10010 279 1 17.7323 21.8793 44.1681 0 0 0 
10011 279 1 17.857 21.3134 45.4257 0 0 0 
10012 279 1 16.7641 21.2783 46.285 0 0 0 
10013 279 1 16.9334 20.6439 47.5481 0 0 0 
10014 279 1 15.8428 20.509 48.4512 0 0 0 
10015 279 1 14.6205 21.0601 48.0358 0 0 0 
10016 279 1 14.4576 21.6176 46.7677 0 0 0 
10017 279 1 15.5363 21.7567 45.8648 0 0 0 
10018 279 1 15.3533 22.2485 44.5654 0 0 0 
10019 279 1 18.7071 22.3442 42.039 0 0 0 
10020 279 2 19.8392 21.5889 43.7015 0 0 0 
10021 279 2 18.8262 20.9374 45.8083 0 0 0 
10022 279 2 17.8889 20.2375 47.72 0 0 0 
10023 279 2 15.9088 19.9084 49.3794 0 0 0 
10024 279 2 13.7514 20.9367 48.6757 0 0 0 
10025 279 2 13.5148 22.1083 46.5487 0 0 0 
10026 279 2 14.4663 22.7298 44.3308 0 0 0 
10027 279 1 16.4169 22.8481 42.4552 0 0 0 
10028 279 1 17.5263 22.9141 41.6348 0 0 0 
10029 279 1 17.4075 23.3185 40.2864 0 0 0 
10030 279 1 18.5079 23.2642 39.4077 0 0 0 
10031 279 1 18.3484 23.7023 38.0893 0 0 0 
10032 279 1 19.4513 23.5932 37.1867 0 0 0 
10033 279 1 20.6354 22.8561 37.6293 0 0 0 
10034 279 1 20.8101 22.5526 38.9478 0 0 0 
10035 279 1 19.7289 22.7377 39.8363 0 0 0 
10036 279 1 19.8279 22.3136 41.2011 0 0 0 
10037 279 1 16.5009 22.3553 43.7578 0 0 0 
10038 279 2 15.4692 23.1952 42.098 0 0 0 
10039 279 2 16.4992 23.7918 39.8978 0 0 0 
10040 279 2 17.443 24.0582 37.725 0 0 0 
10041 279 2 19.4042 23.8802 36.1266 0 0 0 
10042 279 2 21.4152 22.5653 36.9928 0 0 0 
10043 279 2 21.7483 22.1005 39.1961 0 0 0 
10044 279 2 20.7647 21.9562 41.6292 0 0 0 
10045 280 1 12.7568 18.0144 42.3823 0 0 0 
10046 280 1 12.8924 17.9695 43.7731 0 0 0 
10047 280 1 11.8533 17.3164 44.5012 0 0 0 
10048 280 1 11.8948 17.3041 45.9252 0 0 0 
10049 280 1 10.791 16.8469 46.6473 0 0 0 
10050 280 1 10.8464 16.7162 48.0641 0 0 0 
10051 280 1 12.0034 17.0458 48.791 0 0 0 
10052 280 1 13.0632 17.6462 48.004 0 0 0 
10053 280 1 13.0191 17.767 46.5885 0 0 0 
10054 280 1 14.0976 18.2666 45.845 0 0 0 
10055 280 1 13.774 18.5675 41.6881 0 0 0 
10056 280 2 11.8702 17.5463 41.8488 0 0 0 
10057 280 2 10.9184 17.0197 44.0263 0 0 0 
10058 280 2 9.82998 16.5063 46.1754 0 0 0 
10059 280 2 9.93408 16.3738 48.6167 0 0 0 
10060 280 2 11.9421 16.968 49.9255 0 0 0 
10061 280 2 13.975 17.841 48.5421 0 0 0 
10062 280 2 14.9922 18.5472 46.4389 0 0 0 
10063 280 1 15.0073 19.0357 43.7631 0 0 0 
10064 280 1 14.9217 19.1176 42.3387 0 0 0 
10065 280 1 15.9939 19.6854 41.559 0 0 0 
10066 280 1 15.9328 19.5448 40.1464 0 0 0 
10067 280 1 17.0065 19.988 39.3047 0 0 0 
10068 280 1 16.9328 19.9778 37.8936 0 0 0 
10069 280 1 15.734 19.528 37.2951 0 0 0 
10070 280 1 14.7167 18.9909 38.1075 0 0 0 
10071 280 1 14.8386 18.9774 39.5526 0 0 0 
10072 280 1 13.7198 18.5251 40.2986 0 0 0 
10073 280 1 13.9815 18.4446 44.4699 0 0 0 
10074 280 2 15.8974 19.4069 44.3372 0 0 0 
10075 280 2 16.926 19.9273 42.052 0 0 0 
10076 280 2 17.9394 20.3216 39.7455 0 0 0 
10077 280 2 17.8921 20.2312 37.3553 0 0 0 
10078 280 2 15.6136 19.6171 36.2064 0 0 0 
10079 280 2 13.8064 18.6669 37.6291 0 0 0 
10080 280 2 12.7795 18.1452 39.8301 0 0 0 
10081 281 1 19.5204 25.532 56.5975 0 0 0 
10082 281 1 18.4721 25.4588 57.5293 0 0 0 
10083 281 1 18.6511 24.6113 58.6046 0 0 0 
10084 281 1 17.6779 24.6691 59.6982 0 0 0 
10085 281 1 17.9505 24.2336 60.9749 0 0 0 
10086 281 1 16.9426 24.2356 61.9898 0 0 0 
10087 281 1 15.7219 24.6874 61.6141 0 0 0 
10088 281 1 15.4498 25.254 60.3299 0 0 0 
10089 281 1 16.4598 25.2675 59.3973 0 0 0 
10090 281 1 16.2775 25.9143 58.1067 0 0 0 
10091 281 1 19.3647 26.1345 55.3573 0 0 0 
10092 281 2 20.4531 25.1479 56.777 0 0 0 
10093 281 2 19.6011 24.1654 58.8633 0 0 0 
10094 281 2 18.7949 23.6412 61.2309 0 0 0 
10095 281 2 17.1819 23.6904 62.9171 0 0 0 
10096 281 2 14.9182 24.6997 62.3297 0 0 0 
10097 281 2 14.4232 25.4889 60.0407 0 0 0 
10098 281 2 15.2951 26.4035 57.8602 0 0 0 
10099 281 1 17.0215 26.5855 55.9488 0 0 0 
10100 281 1 18.1078 26.6029 55.0086 0 0 0 
10101 281 1 17.9729 27.0937 53.7029 0 0 0 
10102 281 1 19.0679 27.1353 52.7637 0 0 0 
10103 281 1 18.9033 27.7111 51.4737 0 0 0 
10104 281 1 20.0511 27.671 50.5819 0 0 0 
10105 281 1 21.1805 26.9148 50.9425 0 0 0 
10106 281 1 21.4043 26.414 52.2891 0 0 0 
10107 281 1 20.29 26.631 53.1637 0 0 0 
10108 281 1 20.4161 26.0688 54.4815 0 0 0 
10109 281 1 17.2526 26.0429 57.193 0 0 0 
10110 281 2 16.1006 26.9821 55.7113 0 0 0 
10111 281 2 17.114 27.4707 53.2865 0 0 0 
10112 281 2 18.0175 28.1564 51.1149 0 0 0 
10113 281 2 19.9204 28.0803 49.655 0 0 0 
10114 281 2 22.0457 26.7812 50.3039 0 0 0 
10115 281 2 22.4084 26.1292 52.487 0 0 0 
10116 281 2 21.3837 25.6026 54.8189 0 0 0 
10117 282 1 13.5516 21.7042 55.4946 0 0 0 
10118 282 1 13.718 21.6561 56.888 0 0 0 
10119 282 1 12.6819 21.2275 57.7381 0 0 0 
10120 282 1 12.9257 21.025 59.1227 0 0 0 
10121 282 1 11.9664 20.506 59.978 0 0 0 
10122 282 1 12.2782 20.2867 61.3029 0 0 0 
10123 282 1 13.5156 20.5161 61.8245 0 0 0 
10124 282 1 14.4695 21.1671 60.9706 0 0 0 
10125 282 1 14.1623 21.4115 59.6418 0 0 0 
10126 282 1 15.0881 22.0808 58.7926 0 0 0 
10127 282 1 14.5085 22.2251 54.5962 0 0 0 
10128 282 2 12.5677 21.4643 55.073 0 0 0 
10129 282 2 11.6602 20.9374 57.2942 0 0 0 
10130 282 2 10.9274 20.3275 59.5279 0 0 0 
10131 282 2 11.4888 19.8645 62.0169 0 0 0 
10132 282 2 13.7699 20.3013 62.8565 0 0 0 
10133 282 2 15.4176 21.5462 61.3852 0 0 0 
10134 282 2 16.1178 22.484 59.0756 0 0 0 
10135 282 1 15.923 22.618 56.5867 0 0 0 
10136 282 1 15.7187 22.6551 55.1666 0 0 0 
10137 282 1 16.663 23.1878 54.3675 0 0 0 
10138 282 1 16.5615 23.2748 52.9614 0 0 0 
10139 282 1 17.6096 23.7311 52.2831 0 0 0 
10140 282 1 17.5245 23.7284 50.8555 0 0 0 
10141 282 1 16.446 23.1211 50.2162 0 0 0 
10142 282 1 15.3396 22.6782 50.9526 0 0 0 
10143 282 1 15.3625 22.8076 52.3458 0 0 0 
10144 282 1 14.2911 22.3512 53.175 0 0 0 
10145 282 1 14.8933 22.1391 57.4226 0 0 0 
10146 282 2 16.7944 23.0725 57.105 0 0 0 
10147 282 2 17.4442 23.6722 54.8821 0 0 0 
10148 282 2 18.5411 24.0458 52.7191 0 0 0 
10149 282 2 18.3566 24.0771 50.256 0 0 0 
10150 282 2 16.4106 23.2655 49.1575 0 0 0 
10151 282 2 14.5382 22.3624 50.3829 0 0 0 
10152 282 2 13.3358 22.1472 52.7096 0 0 0 
10153 283 1 20.1806 29.1136 70.7436 0 0 0 
10154 283 1 19.2334 29.206 71.7584 0 0 0 
10155 283 1 19.5289 28.6187 73.0363 0 0 0 
10156 283 1 18.5366 28.5517 74.0646 0 0 0 
10157 283 1 18.7296 27.7899 75.233 0 0 0 
10158 283 1 17.7058 27.682 76.1934 0 0 0 
10159 283 1 16.5117 28.3646 75.9926 0 0 0 
10160 283 1 16.2429 29.1172 74.7764 0 0 0 
10161 283 1 17.2801 29.1932 73.8225 0 0 0 
10162 283 1 17.0673 29.8741 72.5822 0 0 0 
10163 283 1 19.9454 29.6855 69.5077 0 0 0 
10164 283 2 21.099 28.651 70.9895 0 0 0 
10165 283 2 20.4095 28.0619 73.1514 0 0 0 
10166 283 2 19.7053 27.3084 75.3119 0 0 0 
10167 283 2 17.6761 27.0925 77.1256 0 0 0 
10168 283 2 15.814 28.3543 76.7395 0 0 0 
10169 283 2 15.3186 29.655 74.6301 0 0 0 
10170 283 2 16.1239 30.354 72.4109 0 0 0 
10171 283 1 17.7437 30.308 70.2583 0 0 0 
10172 283 1 18.6935 30.2689 69.2575 0 0 0 
10173 283 1 18.4536 30.8903 68.0197 0 0 0 
10174 283 1 19.4468 30.966 67.0616 0 0 0 
10175 283 1 19.27 31.5912 65.7864 0 0 0 
10176 283 1 20.3723 31.7249 64.8665 0 0 0 
10177 283 1 21.6049 31.1258 65.2064 0 0 0 
10178 283 1 21.7789 30.4721 66.4515 0 0 0 
10179 283 1 20.6789 30.2708 67.3257 0 0 0 
10180 283 1 20.8762 29.5693 68.5167 0 0 0 
10181 283 1 17.9579 29.7663 71.529 0 0 0 
10182 283 2 16.7981 30.7151 70.0364 0 0 0 
10183 283 2 17.4302 31.3123 67.8678 0 0 0 
10184 283 2 18.3765 32.0309 65.5125 0 0 0 
10185 283 2 20.2259 32.143 63.9127 0 0 0 
10186 283 2 22.4873 31.1959 64.5486 0 0 0 
10187 283 2 22.7356 30.0407 66.6742 0 0 0 
10188 283 2 21.7661 29.1417 68.7521 0 0 0 
10189 284 1 14.476 25.2561 69.4195 0 0 0 
10190 284 1 14.688 25.1532 70.7974 0 0 0 
10191 284 1 13.6486 24.679 71.6867 0 0 0 
10192 284 1 13.8976 24.6431 73.061 0 0 0 
10193 284 1 12.8468 24.1916 73.8731 0 0 0 
10194 284 1 13.0217 24.0594 75.2591 0 0 0 
10195 284 1 14.1481 24.6675 75.8594 0 0 0 
10196 284 1 15.1896 25.1687 75.0993 0 0 0 
10197 284 1 15.069 25.1246 73.6738 0 0 0 
10198 284 1 15.9987 25.654 72.8057 0 0 0 
10199 284 1 15.4232 25.9195 68.6448 0 0 0 
10200 284 2 13.5837 24.9094 68.9986 0 0 0 
10201 284 2 12.8011 24.2106 71.1788 0 0 0 
10202 284 2 12.0149 23.7802 73.4035 0 0 0 
10203 284 2 12.2614 23.6883 75.9489 0 0 0 
10204 284 2 14.1995 24.6054 76.9185 0 0 0 
10205 284 2 16.1688 25.4565 75.5955 0 0 0 
10206 284 2 16.881 26.221 73.1643 0 0 0 
10207 284 1 16.8163 26.3593 70.6051 0 0 0 
10208 284 1 16.5975 26.4558 69.2424 0 0 0 
10209 284 1 17.5357 27.0508 68.3787 0 0 0 
10210 284 1 17.4547 27.0087 66.994 0 0 0 
10211 284 1 18.5035 27.4908 66.1963 0 0 0 
10212 284 1 18.3058 27.5179 64.8374 0 0 0 
10213 284 1 17.0907 27.1617 64.2861 0 0 0 
10214 284 1 16.0708 26.5673 65.051 0 0 0 
10215 284 1 16.249 26.5924 66.4185 0 0 0 
10216 284 1 15.2972 26.0059 67.2563 0 0 0 
10217 284 1 15.8723 25.6565 71.3957 0 0 0 
10218 284 2 17.6774 26.8054 71.1321 0 0 0 
10219 284 2 18.4814 27.4564 68.7935 0 0 0 
10220 284 2 19.4449 27.7907 66.643 0 0 0 
10221 284 2 19.1285 27.877 64.2171 0 0 0 
10222 284 2 17.0142 27.011 63.2372 0 0 0 
10223 284 2 15.1535 26.1694 64.5664 0 0 0 
10224 284 2 14.3869 25.5809 66.8309 0 0 0 
10225 285 1 21.0641 32.272 85.2455 0 0 0 
10226 285 1 20.1076 32.4257 86.2992 0 0 0 
10227 285 1 20.4127 31.9514 87.5842 0 0 0 
10228 285 1 19.4804 32.0645 88.6513 0 0 0 
10229 285 1 19.8061 31.5997 89.9405 0 0 0 
10230 285 1 18.7752 31.6504 90.9234 0 0 0 
10231 285 1 17.4878 32.1184 90.6471 0 0 0 
10232 285 1 17.1696 32.5917 89.3631 0 0 0 
10233 285 1 18.1491 32.5217 88.3101 0 0 0 
10234 285 1 17.8227 33.014 87.0159 0 0 0 
10235 285 1 20.7013 32.8593 83.9821 0 0 0 
10236 285 2 22.0535 31.8505 85.5021 0 0 0 
10237 285 2 21.3409 31.566 87.8141 0 0 0 
10238 285 2 20.7562 31.2181 90.2683 0 0 0 
10239 285 2 18.9828 31.2739 91.8629 0 0 0 
10240 285 2 16.7144 32.2032 91.4144 0 0 0 
10241 285 2 16.2626 32.896 89.1252 0 0 0 
10242 285 2 16.8666 33.4498 86.8102 0 0 0 
10243 285 1 18.4897 33.4551 84.7715 0 0 0 
10244 285 1 19.4621 33.4893 83.795 0 0 0 
10245 285 1 19.2405 34.0771 82.536 0 0 0 
10246 285 1 20.1135 34.0886 81.4748 0 0 0 
10247 285 1 19.8349 34.6661 80.2492 0 0 0 
10248 285 1 20.7612 34.6219 79.2048 0 0 0 
10249 285 1 21.9855 33.9719 79.3356 0 0 0 
10250 285 1 22.2413 33.3278 80.5769 0 0 0 
10251 285 1 21.3558 33.4674 81.6768 0 0 0 
10252 285 1 21.6531 32.89 82.9638 0 0 0 
10253 285 1 18.8031 32.9646 86.0522 0 0 0 
10254 285 2 17.564 34.0175 84.6689 0 0 0 
10255 285 2 18.2558 34.502 82.2975 0 0 0 
10256 285 2 18.8183 35.1672 80.0706 0 0 0 
10257 285 2 20.6203 35.2816 78.3377 0 0 0 
10258 285 2 22.797 34.1114 78.6494 0 0 0 
10259 285 2 23.1649 32.8737 80.6092 0 0 0 
10260 285 2 22.6003 32.325 83.0466 0 0 0 
10261 286 1 15.175 28.6412 84.2327 0 0 0 
10262 286 1 15.4158 28.6424 85.6024 0 0 0 
10263 286 1 14.3553 28.2106 86.3999 0 0 0 
10264 286 1 14.4567 28.1571 87.8103 0 0 0 
10265 286 1 13.4376 27.6285 88.5492 0 0 0 
10266 286 1 13.6368 27.5475 89.9473 0 0 0 
10267 286 1 14.74 28.0895 90.5614 0 0 0 
10268 286 1 15.6468 28.7355 89.834 0 0 0 
10269 286 1 15.5843 28.6261 88.4575 0 0 0 
10270 286 1 16.6299 29.1011 87.62 0 0 0 
10271 286 1 16.188 29.1498 83.4536 0 0 0 
10272 286 2 14.2834 28.1898 83.7702 0 0 0 
10273 286 2 13.4318 27.9041 86.0686 0 0 0 
10274 286 2 12.5219 27.3255 88.0287 0 0 0 
10275 286 2 12.9071 27.0369 90.5225 0 0 0 
10276 286 2 14.8097 27.9756 91.6877 0 0 0 
10277 286 2 16.5211 29.1755 90.3654 0 0 0 
10278 286 2 17.5256 29.4028 88.0381 0 0 0 
10279 286 1 17.5959 29.5637 85.3864 0 0 0 
10280 286 1 17.3956 29.5806 83.9974 0 0 0 
10281 286 1 18.4193 29.9516 83.1841 0 0 0 
10282 286 1 18.2073 30.1156 81.8264 0 0 0 
10283 286 1 19.2624 30.4929 80.9309 0 0 0 
10284 286 1 19.1037 30.6212 79.5663 0 0 0 
10285 286 1 17.8997 30.1475 79.0208 0 0 0 
10286 286 1 16.8928 29.5937 79.8246 0 0 0 
10287 286 1 17.0462 29.6277 81.2009 0 0 0 
10288 286 1 15.9722 29.2022 82.0235 0 0 0 
10289 286 1 16.541 29.0815 86.2537 0 0 0 
10290 286 2 18.559 29.8603 85.7977 0 0 0 
10291 286 2 19.3882 30.2376 83.5926 0 0 0 
10292 286 2 20.2473 30.7234 81.2758 0 0 0 
10293 286 2 19.9372 30.9108 78.9329 0 0 0 
10294 286 2 17.6126 30.1847 77.9825 0 0 0 
10295 286 2 15.9256 29.3396 79.4234 0 0 0 
10296 286 2 15.0133 29.0215 81.5499 0 0 0 
10297 287 1 21.4336 35.3077 100.081 0 0 0 
10298 287 1 20.4697 35.2725 101.072 0 0 0 
10299 287 1 20.6246 34.5492 102.28 0 0 0 
10300 287 1 19.5504 34.6464 103.215 0 0 0 
10301 287 1 19.6869 33.9562 104.423 0 0 0 
10302 287 1 18.5985 33.9479 105.317 0 0 0 
10303 287 1 17.3744 34.6867 105.032 0 0 0 
10304 287 1 17.2897 35.4689 103.866 0 0 0 
10305 287 1 18.3917 35.3803 102.896 0 0 0 
10306 287 1 18.2393 36.075 101.718 0 0 0 
10307 287 1 21.1787 35.9363 98.8234 0 0 0 
10308 287 2 22.4744 34.8 100.205 0 0 0 
10309 287 2 21.5246 33.9894 102.5 0 0 0 
10310 287 2 20.5717 33.4217 104.692 0 0 0 
10311 287 2 18.623 33.3021 106.23 0 0 0 
10312 287 2 16.6089 34.6848 105.826 0 0 0 
10313 287 2 16.4136 36.0613 103.714 0 0 0 
10314 287 2 17.3213 36.6744 101.44 0 0 0 
10315 287 1 18.9866 36.7087 99.5801 0 0 0 
10316 287 1 19.9751 36.6783 98.6053 0 0 0 
10317 287 1 19.8559 37.4333 97.4283 0 0 0 
10318 287 1 20.8278 37.3462 96.4003 0 0 0 
10319 287 1 20.6417 37.8765 95.1223 0 0 0 
10320 287 1 21.5105 37.6467 94.0389 0 0 0 
10321 287 1 22.6509 36.8915 94.2991 0 0 0 
10322 287 1 22.9284 36.4763 95.6491 0 0 0 
10323 287 1 21.9827 36.6421 96.6266 0 0 0 
10324 287 1 22.1903 35.9475 97.8464 0 0 0 
10325 287 1 19.2908 36.0448 100.807 0 0 0 
10326 287 2 18.1162 37.2809 99.4242 0 0 0 
10327 287 2 18.9315 37.908 97.2009 0 0 0 
10328 287 2 19.7411 38.4456 94.8895 0 0 0 
10329 287 2 21.3767 38.153 93.077 0 0 0 
10330 287 2 23.4131 36.7378 93.5019 0 0 0 
10331 287 2 23.9144 36.0812 95.841 0 0 0 
10332 287 2 23.0937 35.4256 98.0702 0 0 0 
10333 288 1 15.4569 32.1824 98.8269 0 0 0 
10334 288 1 15.7101 32.0208 100.165 0 0 0 
10335 288 1 14.6858 31.5251 100.993 0 0 0 
10336 288 1 14.9183 31.3723 102.367 0 0 0 
10337 288 1 13.8962 30.8137 103.198 0 0 0 
10338 288 1 14.1187 30.6734 104.565 0 0 0 
10339 288 1 15.3424 31.153 105.15 0 0 0 
10340 288 1 16.3246 31.6828 104.24 0 0 0 
10341 288 1 16.16 31.7289 102.878 0 0 0 
10342 288 1 17.1894 32.1879 102.039 0 0 0 
10343 288 1 16.417 32.67 97.9753 0 0 0 
10344 288 2 14.4791 31.872 98.3817 0 0 0 
10345 288 2 13.6629 31.3093 100.677 0 0 0 
10346 288 2 12.8531 30.6791 102.757 0 0 0 
10347 288 2 13.4025 30.2583 105.212 0 0 0 
10348 288 2 15.6107 31.1105 106.2 0 0 0 
10349 288 2 17.3064 31.9277 104.578 0 0 0 
10350 288 2 18.2239 32.2828 102.424 0 0 0 
10351 288 1 17.9816 32.7477 99.8146 0 0 0 
10352 288 1 17.672 32.973 98.4817 0 0 0 
10353 288 1 18.6414 33.3778 97.5626 0 0 0 
10354 288 1 18.3519 33.3668 96.1877 0 0 0 
10355 288 1 19.3585 33.7597 95.3223 0 0 0 
10356 288 1 19.1802 33.9043 93.9233 0 0 0 
10357 288 1 17.8499 33.7967 93.449 0 0 0 
10358 288 1 16.842 33.3977 94.2576 0 0 0 
10359 288 1 17.0534 33.1429 95.6514 0 0 0 
10360 288 1 16.1026 32.7959 96.5907 0 0 0 
10361 288 1 16.946 32.3803 100.716 0 0 0 
10362 288 2 19.056 33.0733 100.23 0 0 0 
10363 288 2 19.6401 33.6518 97.9565 0 0 0 
10364 288 2 20.332 33.836 95.7198 0 0 0 
10365 288 2 19.9034 34.2516 93.2806 0 0 0 
10366 288 2 17.6192 33.8927 92.423 0 0 0 
10367 288 2 15.8462 33.3322 93.7796 0 0 0 
10368 288 2 15.0222 32.6592 96.3024 0 0 0 
10369 289 1 23.2594 46.3684 113.695 0 0 -1 
10370 289 1 17.509 19.1956 0.250955 0 0 0 
10371 289 1 17.6889 18.5798 1.50565 0 0 0 
10372 289 1 16.6268 18.5338 2.39448 0 0 0 
10373 289 1 16.9338 18.0351 3.72491 0 0 0 
10374 289 1 15.8158 17.9395 4.6114 0 0 0 
10375 289 1 14.5222 18.2245 4.16078 0 0 0 
10376 289 1 14.2756 18.9263 2.98176 0 0 0 
10377 289 1 15.337 19.0535 2.08956 0 0 0 
10378 289 1 15.1314 19.6594 0.870397 0 0 0 
10379 289 1 22.9757 46.8445 112.432 0 0 -1 
10380 289 2 19.4747 18.7935 -0.457834 0 0 0 
10381 289 2 18.6854 18.2615 1.93255 0 0 0 
10382 289 2 17.9151 17.8118 3.97426 0 0 0 
10383 289 2 15.9454 17.5351 5.61127 0 0 0 
10384 289 2 13.7124 18.1011 4.93982 0 0 0 
10385 289 2 13.2789 19.2804 2.76005 0 0 0 
10386 289 2 14.1569 20.1442 0.63417 0 0 0 
10387 289 1 20.6743 47.3997 113.044 0 0 -1 
10388 289 1 21.705 47.375 112.081 0 0 -1 
10389 289 1 21.464 47.9785 110.804 0 0 -1 
10390 289 1 22.5248 48.0031 109.88 0 0 -1 
10391 289 1 22.2695 48.5211 108.61 0 0 -1 
10392 289 1 23.3128 48.6621 107.691 0 0 -1 
10393 289 1 24.5729 48.1032 107.951 0 0 -1 
10394 289 1 24.8381 47.604 109.211 0 0 -1 
10395 289 1 23.8115 47.5231 110.195 0 0 -1 
10396 289 1 24.0083 46.8765 111.472 0 0 -1 
10397 289 1 16.1945 19.6709 -0.0530153 0 0 0 
10398 289 2 19.7348 47.8175 112.829 0 0 -1 
10399 289 2 20.5206 48.3307 110.577 0 0 -1 
10400 289 2 21.269 48.805 108.349 0 0 -1 
10401 289 2 23.1034 49.131 106.659 0 0 -1 
10402 289 2 25.3888 48.1556 107.297 0 0 -1 
10403 289 2 25.7665 47.1448 109.557 0 0 -1 
10404 289 2 24.9719 46.4586 111.685 0 0 -1 
10405 290 1 17.0488 42.7504 112.818 0 0 -1 
10406 290 1 12.5816 15.443 -0.196421 0 0 0 
10407 290 1 11.5367 14.9802 0.66542 0 0 0 
10408 290 1 11.7137 14.9813 2.04171 0 0 0 
10409 290 1 10.6773 14.5808 2.94824 0 0 0 
10410 290 1 10.9181 14.5179 4.34242 0 0 0 
10411 290 1 12.155 14.8276 4.83412 0 0 0 
10412 290 1 13.1234 15.2886 3.93458 0 0 0 
10413 290 1 12.9596 15.3835 2.5907 0 0 0 
10414 290 1 13.9848 15.8548 1.74022 0 0 0 
10415 290 1 18.0419 43.1611 111.909 0 0 -1 
10416 290 2 16.0217 42.6034 112.47 0 0 -1 
10417 290 2 10.6751 14.5784 0.122413 0 0 0 
10418 290 2 9.71037 14.2494 2.58122 0 0 0 
10419 290 2 10.0817 14.1985 5.00993 0 0 0 
10420 290 2 12.4429 14.5082 5.83597 0 0 0 
10421 290 2 14.1819 15.3168 4.2986 0 0 0 
10422 290 2 14.9784 16.1387 2.06762 0 0 0 
10423 290 1 14.8015 16.3118 -0.495028 0 0 0 
10424 290 1 19.244 43.6243 112.467 0 0 -1 
10425 290 1 20.2759 44.1327 111.635 0 0 -1 
10426 290 1 20.0858 44.2059 110.259 0 0 -1 
10427 290 1 21.0823 44.7604 109.452 0 0 -1 
10428 290 1 20.8773 44.8442 108.075 0 0 -1 
10429 290 1 19.6401 44.5188 107.522 0 0 -1 
10430 290 1 18.6089 43.9961 108.263 0 0 -1 
10431 290 1 18.8476 43.8412 109.654 0 0 -1 
10432 290 1 17.841 43.3147 110.509 0 0 -1 
10433 290 1 13.7982 15.8749 0.329098 0 0 0 
10434 290 2 15.7066 16.6401 -0.07187 0 0 0 
10435 290 2 21.1814 44.4506 112.1 0 0 -1 
10436 290 2 22.0601 45.0044 109.736 0 0 -1 
10437 290 2 21.6898 45.1914 107.446 0 0 -1 
10438 290 2 19.5233 44.675 106.436 0 0 -1 
10439 290 2 17.6575 43.7587 107.847 0 0 -1 
10440 290 2 16.8322 43.1178 110.15 0 0 -1 
10441 291 1 18.8679 22.4929 13.8243 0 0 0 
10442 291 1 17.9014 22.5625 14.8437 0 0 0 
10443 291 1 18.1119 21.9957 16.1142 0 0 0 
10444 291 1 17.0562 21.9753 17.0299 0 0 0 
10445 291 1 17.2689 21.3456 18.3031 0 0 0 
10446 291 1 16.2262 21.2201 19.2207 0 0 0 
10447 291 1 14.9745 21.8159 18.8404 0 0 0 
10448 291 1 14.7165 22.4263 17.6277 0 0 0 
10449 291 1 15.791 22.4668 16.7213 0 0 0 
10450 291 1 15.5722 22.9853 15.4395 0 0 0 
10451 291 1 18.7139 23.0704 12.5448 0 0 0 
10452 291 2 19.7935 21.9715 14.0384 0 0 0 
10453 291 2 19.1174 21.5632 16.4573 0 0 0 
10454 291 2 18.258 21.0128 18.5183 0 0 0 
10455 291 2 16.3833 20.6987 20.1328 0 0 0 
10456 291 2 14.2259 21.6777 19.5806 0 0 0 
10457 291 2 13.7837 22.8705 17.3932 0 0 0 
10458 291 2 14.6417 23.491 15.2408 0 0 0 
10459 291 1 16.4221 23.5972 13.1994 0 0 0 
10460 291 1 17.4901 23.6567 12.2416 0 0 0 
10461 291 1 17.2789 24.1798 10.9315 0 0 0 
10462 291 1 18.2639 24.1201 10.0046 0 0 0 
10463 291 1 17.9836 24.5708 8.72967 0 0 0 
10464 291 1 18.9239 24.4252 7.69787 0 0 0 
10465 291 1 20.1984 23.9015 7.95715 0 0 0 
10466 291 1 20.4765 23.4869 9.28097 0 0 0 
10467 291 1 19.5071 23.6098 10.3476 0 0 0 
